"","QuerySeq","Subject","Identity","AlignLength","Mismatches","GapOpenings","QStart","QEnd","SStart","SEnd","EValue","Bitscore","Species","QuerySeq_sub","Function","Group"
"396","sp|Q9UPY3|DICER_HUMAN","Nematostella_vectensis_5126",41.379,261,150,2,1661,1918,1,261,3.51e-61,210,"nvec","Q9UPY3","Human: RNase III — cleaves pre-miRNA (Dicer)","Cnidarian"
"397","sp|Q9UPY3|DICER_HUMAN","Nematostella_vectensis_5126",31.25,80,46,2,1282,1356,12,87,0.024,38.1,"nvec","Q9UPY3","Human: RNase III — cleaves pre-miRNA (Dicer)","Cnidarian"
"398","sp|Q8WYQ5|DGCR8_HUMAN","Nematostella_vectensis_2148",39.81,422,235,8,296,708,1,412,3.8e-89,286,"nvec","Q8WYQ5","Human: miRNA microprocessor co-factor / Dicer partner — dsRNA binding protein (DGCR8 / Pasha)","Cnidarian"
"399","sp|Q8WYQ5|DGCR8_HUMAN","Nematostella_vectensis_2148",27.879,165,96,7,587,741,182,333,0.96,32,"nvec","Q8WYQ5","Human: miRNA microprocessor co-factor / Dicer partner — dsRNA binding protein (DGCR8 / Pasha)","Cnidarian"
"405","sp|Q9BXP5|SRRT_HUMAN","Nematostella_vectensis_9404",47.18,532,219,11,383,872,661,1172,4.17e-137,437,"nvec","Q9BXP5","Humann: Zinc finger co-factor for DCL1-HYL1 complex (ARS2)","Cnidarian"
"406","sp|Q9BXP5|SRRT_HUMAN","Nematostella_vectensis_9404",46.099,282,131,9,1,269,1,274,3.2e-41,163,"nvec","Q9BXP5","Humann: Zinc finger co-factor for DCL1-HYL1 complex (ARS2)","Cnidarian"
"407","sp|Q9HAV4|XPO5_HUMAN","Nematostella_vectensis_12623",43.243,111,63,0,36,146,1,111,1.43e-25,101,"nvec","Q9HAV4","Human: Nuclear export of pre-miRNA or miRNA (Exportin-5)","Cnidarian"
"408","sp|Q5T8I9|HENMT_HUMAN","Nematostella_vectensis_10022",44.712,208,113,2,26,231,1,208,9.69e-60,192,"nvec","Q5T8I9","Human: Methyltransferase — 2′-O-methylation of miRNAs (HENM1; for piRNAs)","Cnidarian"
"409","sp|Q9UL18|AGO1_HUMAN","Nematostella_vectensis_9345",64.727,842,291,5,21,857,14,854,0,1139,"nvec","Q9UL18","Human: miRNA effector — guides RISC (AGO1)","Cnidarian"
"410","sp|Q9UKV8|AGO2_HUMAN","Nematostella_vectensis_9345",67.337,845,270,5,20,859,11,854,0,1179,"nvec","Q9UKV8","Human: miRNA effector — guides RISC (AGO2)","Cnidarian"
"411","sp|Q9SP32|DCL1_ARATH","Nematostella_vectensis_5431",43.684,190,98,4,1561,1741,3,192,8.7e-40,146,"nvec","Q9SP32","Plant: RNase III — cleaves pre-miRNA (DCL1)","Cnidarian"
"412","sp|Q9SP32|DCL1_ARATH","Nematostella_vectensis_5431",34.247,73,45,1,1359,1428,18,90,1.89e-06,49.7,"nvec","Q9SP32","Plant: RNase III — cleaves pre-miRNA (DCL1)","Cnidarian"
"413","sp|O04492|DRB1_ARATH","Nematostella_vectensis_18156",39.623,159,87,7,253,409,41,192,2.33e-14,73.6,"nvec","O04492","Plant: miRNA microprocessor co-factor / Dicer partner — dsRNA binding protein (HYL1)","Cnidarian"
"414","sp|O04492|DRB1_ARATH","Nematostella_vectensis_18156",36.306,157,95,5,253,409,203,354,2.82e-14,73.6,"nvec","O04492","Plant: miRNA microprocessor co-factor / Dicer partner — dsRNA binding protein (HYL1)","Cnidarian"
"415","sp|O04492|DRB1_ARATH","Nematostella_vectensis_18156",34.043,188,108,8,232,409,227,408,5.58e-14,72.4,"nvec","O04492","Plant: miRNA microprocessor co-factor / Dicer partner — dsRNA binding protein (HYL1)","Cnidarian"
"416","sp|O04492|DRB1_ARATH","Nematostella_vectensis_18156",40.196,102,54,5,253,352,338,434,8.94e-07,50.1,"nvec","O04492","Plant: miRNA microprocessor co-factor / Dicer partner — dsRNA binding protein (HYL1)","Cnidarian"
"417","sp|Q9ZVD0|SRRT_ARATH","Nematostella_vectensis_9404",40,55,33,0,195,249,154,208,3.22e-07,53.1,"nvec","Q9ZVD0","Plant: Zinc finger co-factor for DCL1-HYL1 complex (Serrate)","Cnidarian"
"418","sp|Q9ZVD0|SRRT_ARATH","Nematostella_vectensis_9404",25.146,171,106,7,400,557,909,1070,3.76e-05,46.6,"nvec","Q9ZVD0","Plant: Zinc finger co-factor for DCL1-HYL1 complex (Serrate)","Cnidarian"
"419","sp|Q0WP44|HASTY_ARATH","Nematostella_vectensis_19738",33.333,93,62,0,103,195,6,98,8.01e-09,53.9,"nvec","Q0WP44","Plant: Nuclear export of pre-miRNA or miRNA (Hasty)","Cnidarian"
"420","sp|Q9C5Q8|HEN1_ARATH","Nematostella_vectensis_10022",32.273,220,128,4,693,906,2,206,2.2e-33,127,"nvec","Q9C5Q8","Plant: Methyltransferase — 2′-O-methylation of miRNAs (Hen1)","Cnidarian"
"421","sp|O04379|AGO1_ARATH","Nematostella_vectensis_9345",43.337,863,437,17,169,1014,6,833,0,691,"nvec","O04379","Plant: miRNA effector — guides RISC (AGO1)","Cnidarian"
"422","sp|Q9ZVD5|AGO4_ARATH","Nematostella_vectensis_9345",33.998,903,496,28,56,923,16,853,5.12e-139,435,"nvec","Q9ZVD5","Plant: miRNA effector — guides RISC (AGO4)","Cnidarian"
"423","sp|Q9NRR4|RNC_HUMAN","Oscarella_carmela_11115",28.244,262,142,10,964,1199,129,370,4.87e-13,71.2,"ocar","Q9NRR4","Human: RNase III – primary cleavage of pri-miRNA (Drosha)","Sponge"
"424","sp|Q9NRR4|RNC_HUMAN","Oscarella_carmela_11115",27.389,157,59,3,879,1035,282,383,7.45e-07,51.6,"ocar","Q9NRR4","Human: RNase III – primary cleavage of pri-miRNA (Drosha)","Sponge"
"425","sp|Q9NRR4|RNC_HUMAN","Oscarella_carmela_11115",30.392,102,59,3,1142,1232,129,229,7.21e-06,48.5,"ocar","Q9NRR4","Human: RNase III – primary cleavage of pri-miRNA (Drosha)","Sponge"
"426","sp|Q9UPY3|DICER_HUMAN","Oscarella_carmela_3038",28.97,466,268,11,150,599,1,419,1.57e-46,174,"ocar","Q9UPY3","Human: RNase III — cleaves pre-miRNA (Dicer)","Sponge"
"427","sp|Q8WYQ5|DGCR8_HUMAN","Oscarella_carmela_14446",33.803,71,32,4,55,110,54,124,0.099,33.9,"ocar","Q8WYQ5","Human: miRNA microprocessor co-factor / Dicer partner — dsRNA binding protein (DGCR8 / Pasha)","Sponge"
"430","sp|Q9BXP5|SRRT_HUMAN","Oscarella_carmela_6571",37.097,62,33,2,496,553,3,62,0.00035,40,"ocar","Q9BXP5","Humann: Zinc finger co-factor for DCL1-HYL1 complex (ARS2)","Sponge"
"431","sp|Q9HAV4|XPO5_HUMAN","Oscarella_carmela_21230",23.077,78,56,2,146,219,16,93,2.5,29.6,"ocar","Q9HAV4","Human: Nuclear export of pre-miRNA or miRNA (Exportin-5)","Sponge"
"432","sp|Q5T8I9|HENMT_HUMAN","Oscarella_carmela_9499",48.113,106,52,3,134,236,35,140,1.27e-26,105,"ocar","Q5T8I9","Human: Methyltransferase — 2′-O-methylation of miRNAs (HENM1; for piRNAs)","Sponge"
"433","sp|Q9UL18|AGO1_HUMAN","Oscarella_carmela_19981",40.659,91,50,1,130,216,2,92,2.55e-15,71.2,"ocar","Q9UL18","Human: miRNA effector — guides RISC (AGO1)","Sponge"
"434","sp|Q9UKV8|AGO2_HUMAN","Oscarella_carmela_19981",42.857,91,48,1,132,218,2,92,1.33e-18,80.5,"ocar","Q9UKV8","Human: miRNA effector — guides RISC (AGO2)","Sponge"
"435","sp|Q9SP32|DCL1_ARATH","Oscarella_carmela_11115",35.78,327,159,6,1354,1672,110,393,6.97e-47,173,"ocar","Q9SP32","Plant: RNase III — cleaves pre-miRNA (DCL1)","Sponge"
"436","sp|Q9SP32|DCL1_ARATH","Oscarella_carmela_11115",23.288,146,81,4,1577,1705,97,228,5.5,30,"ocar","Q9SP32","Plant: RNase III — cleaves pre-miRNA (DCL1)","Sponge"
"437","sp|O04492|DRB1_ARATH","Oscarella_carmela_20971",32.895,76,48,2,8,82,137,210,0.06,33.5,"ocar","O04492","Plant: miRNA microprocessor co-factor / Dicer partner — dsRNA binding protein (HYL1)","Sponge"
"438","sp|Q9ZVD0|SRRT_ARATH","Oscarella_carmela_18441",45.455,33,15,1,85,117,299,328,8.2,28.1,"ocar","Q9ZVD0","Plant: Zinc finger co-factor for DCL1-HYL1 complex (Serrate)","Sponge"
"439","sp|Q0WP44|HASTY_ARATH","Oscarella_carmela_17731",30.263,76,46,4,832,906,387,456,0.95,32,"ocar","Q0WP44","Plant: Nuclear export of pre-miRNA or miRNA (Hasty)","Sponge"
"440","sp|Q9C5Q8|HEN1_ARATH","Oscarella_carmela_9499",34.483,116,59,2,798,910,35,136,1.14e-17,82.8,"ocar","Q9C5Q8","Plant: Methyltransferase — 2′-O-methylation of miRNAs (Hen1)","Sponge"
"441","sp|O04379|AGO1_ARATH","Oscarella_carmela_19981",41.304,92,50,1,290,377,1,92,3.19e-14,68.6,"ocar","O04379","Plant: miRNA effector — guides RISC (AGO1)","Sponge"
"442","sp|Q9ZVD5|AGO4_ARATH","Oscarella_carmela_21022",35.526,76,42,2,175,250,135,203,0.32,32.7,"ocar","Q9ZVD5","Plant: miRNA effector — guides RISC (AGO4)","Sponge"
"443","sp|Q9UPY3|DICER_HUMAN","Montastraea_faveolata_3189",27.273,55,40,0,499,553,87,141,1.78e-05,43.9,"ofav","Q9UPY3","Human: RNase III — cleaves pre-miRNA (Dicer)","Coral"
"444","sp|Q8WYQ5|DGCR8_HUMAN","Montastraea_faveolata_1842",26.316,133,80,4,112,228,101,231,0.078,32.3,"ofav","Q8WYQ5","Human: miRNA microprocessor co-factor / Dicer partner — dsRNA binding protein (DGCR8 / Pasha)","Coral"
"446","sp|Q9BXP5|SRRT_HUMAN","Montastraea_faveolata_852",46.396,222,104,6,53,269,1,212,6.16e-58,194,"ofav","Q9BXP5","Humann: Zinc finger co-factor for DCL1-HYL1 complex (ARS2)","Coral"
"447","sp|Q9HAV4|XPO5_HUMAN","Montastraea_faveolata_2291",31.313,198,135,1,773,970,2,198,1.21e-33,125,"ofav","Q9HAV4","Human: Nuclear export of pre-miRNA or miRNA (Exportin-5)","Coral"
"448","sp|Q5T8I9|HENMT_HUMAN","Montastraea_faveolata_1613",26.316,95,52,4,140,227,92,175,1.8,26.6,"ofav","Q5T8I9","Human: Methyltransferase — 2′-O-methylation of miRNAs (HENM1; for piRNAs)","Coral"
"449","sp|Q9UL18|AGO1_HUMAN","Montastraea_faveolata_1768",64.135,237,79,2,585,815,2,238,9.81e-106,322,"ofav","Q9UL18","Human: miRNA effector — guides RISC (AGO1)","Coral"
"450","sp|Q9UKV8|AGO2_HUMAN","Montastraea_faveolata_1768",67.511,237,71,2,587,817,2,238,2.33e-111,337,"ofav","Q9UKV8","Human: miRNA effector — guides RISC (AGO2)","Coral"
"451","sp|Q9SP32|DCL1_ARATH","Montastraea_faveolata_1910",25,144,95,3,666,807,8,140,0.000742,38.5,"ofav","Q9SP32","Plant: RNase III — cleaves pre-miRNA (DCL1)","Coral"
"452","sp|O04492|DRB1_ARATH","Montastraea_faveolata_5718",41.463,82,44,1,1,82,50,127,2.31e-08,50.4,"ofav","O04492","Plant: miRNA microprocessor co-factor / Dicer partner — dsRNA binding protein (HYL1)","Coral"
"453","sp|O04492|DRB1_ARATH","Montastraea_faveolata_5718",35.714,70,39,2,103,171,66,130,0.00041,37.7,"ofav","O04492","Plant: miRNA microprocessor co-factor / Dicer partner — dsRNA binding protein (HYL1)","Coral"
"454","sp|Q9ZVD0|SRRT_ARATH","Montastraea_faveolata_852",32.022,178,94,6,109,280,21,177,8.12e-15,70.9,"ofav","Q9ZVD0","Plant: Zinc finger co-factor for DCL1-HYL1 complex (Serrate)","Coral"
"455","sp|Q0WP44|HASTY_ARATH","Montastraea_faveolata_2291",20.096,209,150,6,770,976,8,201,2.21e-05,43.5,"ofav","Q0WP44","Plant: Nuclear export of pre-miRNA or miRNA (Hasty)","Coral"
"456","sp|Q9C5Q8|HEN1_ARATH","Montastraea_faveolata_548",29.231,65,41,2,712,773,71,133,0.08,32.3,"ofav","Q9C5Q8","Plant: Methyltransferase — 2′-O-methylation of miRNAs (Hen1)","Coral"
"457","sp|O04379|AGO1_ARATH","Montastraea_faveolata_1768",57.6,250,84,5,753,996,5,238,4.09e-85,271,"ofav","O04379","Plant: miRNA effector — guides RISC (AGO1)","Coral"
"458","sp|Q9ZVD5|AGO4_ARATH","Montastraea_faveolata_1768",46.121,232,113,4,653,877,5,231,1.96e-62,208,"ofav","Q9ZVD5","Plant: miRNA effector — guides RISC (AGO4)","Coral"
"459","sp|Q9NRR4|RNC_HUMAN","Pocillopora_acuta_HIv2___RNAseq.g5797.t1",53.429,904,351,13,505,1374,617,1484,0,964,"pacu","Q9NRR4","Human: RNase III – primary cleavage of pri-miRNA (Drosha)","Coral"
"460","sp|Q9UPY3|DICER_HUMAN","Pocillopora_acuta_HIv2___RNAseq.g14085.t1",36.312,1063,558,27,42,1083,17,981,3.76e-177,580,"pacu","Q9UPY3","Human: RNase III — cleaves pre-miRNA (Dicer)","Coral"
"461","sp|Q9UPY3|DICER_HUMAN","Pocillopora_acuta_HIv2___RNAseq.g14085.t1",43.36,369,172,7,1552,1913,1182,1520,1.78e-72,269,"pacu","Q9UPY3","Human: RNase III — cleaves pre-miRNA (Dicer)","Coral"
"462","sp|Q9UPY3|DICER_HUMAN","Pocillopora_acuta_HIv2___RNAseq.g14085.t1",46.237,93,49,1,1292,1384,1036,1127,3.98e-17,88.6,"pacu","Q9UPY3","Human: RNase III — cleaves pre-miRNA (Dicer)","Coral"
"463","sp|Q9UPY3|DICER_HUMAN","Pocillopora_acuta_HIv2___RNAseq.g14085.t1",26.596,94,62,2,1263,1353,1257,1346,3.2,32.7,"pacu","Q9UPY3","Human: RNase III — cleaves pre-miRNA (Dicer)","Coral"
"464","sp|Q8WYQ5|DGCR8_HUMAN","Pocillopora_acuta_HIv2___RNAseq.g16204.t1",35.208,480,278,11,289,748,123,589,1.1e-84,281,"pacu","Q8WYQ5","Human: miRNA microprocessor co-factor / Dicer partner — dsRNA binding protein (DGCR8 / Pasha)","Coral"
"466","sp|Q9BXP5|SRRT_HUMAN","Pocillopora_acuta_HIv2___RNAseq.g20149.t3",48.571,315,125,4,410,694,752,1059,1.16e-85,296,"pacu","Q9BXP5","Humann: Zinc finger co-factor for DCL1-HYL1 complex (ARS2)","Coral"
"467","sp|Q9BXP5|SRRT_HUMAN","Pocillopora_acuta_HIv2___RNAseq.g20149.t3",42.071,309,125,13,1,269,1,295,3.58e-50,192,"pacu","Q9BXP5","Humann: Zinc finger co-factor for DCL1-HYL1 complex (ARS2)","Coral"
"468","sp|Q9HAV4|XPO5_HUMAN","Pocillopora_acuta_HIv2___RNAseq.g25481.t1",35.376,1224,730,25,13,1204,11,1205,0,736,"pacu","Q9HAV4","Human: Nuclear export of pre-miRNA or miRNA (Exportin-5)","Coral"
"469","sp|Q5T8I9|HENMT_HUMAN","Pocillopora_acuta_HIv2___RNAseq.g13353.t1",33.807,352,205,7,26,369,34,365,9.09e-60,202,"pacu","Q5T8I9","Human: Methyltransferase — 2′-O-methylation of miRNAs (HENM1; for piRNAs)","Coral"
"470","sp|Q9UL18|AGO1_HUMAN","Pocillopora_acuta_HIv2___RNAseq.g20569.t1",67.696,842,266,6,21,857,14,854,0,1203,"pacu","Q9UL18","Human: miRNA effector — guides RISC (AGO1)","Coral"
"471","sp|Q9UKV8|AGO2_HUMAN","Pocillopora_acuta_HIv2___RNAseq.g20569.t1",69.586,845,251,5,20,859,11,854,0,1228,"pacu","Q9UKV8","Human: miRNA effector — guides RISC (AGO2)","Coral"
"472","sp|Q9SP32|DCL1_ARATH","Pocillopora_acuta_HIv2___TS.g12567.t1",31.172,879,493,26,232,1073,2,805,7.59e-91,330,"pacu","Q9SP32","Plant: RNase III — cleaves pre-miRNA (DCL1)","Coral"
"473","sp|Q9SP32|DCL1_ARATH","Pocillopora_acuta_HIv2___TS.g12567.t1",31.435,878,511,25,232,1073,1553,2375,1.55e-90,329,"pacu","Q9SP32","Plant: RNase III — cleaves pre-miRNA (DCL1)","Coral"
"474","sp|Q9SP32|DCL1_ARATH","Pocillopora_acuta_HIv2___TS.g12567.t1",29.303,703,371,19,1211,1805,2419,3103,9.08e-69,258,"pacu","Q9SP32","Plant: RNase III — cleaves pre-miRNA (DCL1)","Coral"
"475","sp|Q9SP32|DCL1_ARATH","Pocillopora_acuta_HIv2___TS.g12567.t1",30.177,623,319,15,1221,1740,861,1470,5.34e-66,249,"pacu","Q9SP32","Plant: RNase III — cleaves pre-miRNA (DCL1)","Coral"
"476","sp|Q9SP32|DCL1_ARATH","Pocillopora_acuta_HIv2___TS.g12567.t1",33.846,65,38,2,1842,1906,2156,2215,8.7,31.6,"pacu","Q9SP32","Plant: RNase III — cleaves pre-miRNA (DCL1)","Coral"
"477","sp|O04492|DRB1_ARATH","Pocillopora_acuta_HIv2___RNAseq.g8391.t1",35.294,170,84,7,16,168,156,316,1.91e-08,56.6,"pacu","O04492","Plant: miRNA microprocessor co-factor / Dicer partner — dsRNA binding protein (HYL1)","Coral"
"478","sp|O04492|DRB1_ARATH","Pocillopora_acuta_HIv2___RNAseq.g8391.t1",36.765,68,43,0,16,83,6,73,0.00078,42,"pacu","O04492","Plant: miRNA microprocessor co-factor / Dicer partner — dsRNA binding protein (HYL1)","Coral"
"479","sp|O04492|DRB1_ARATH","Pocillopora_acuta_HIv2___RNAseq.g8391.t1",33.846,65,39,3,103,165,7,69,9.3,28.9,"pacu","O04492","Plant: miRNA microprocessor co-factor / Dicer partner — dsRNA binding protein (HYL1)","Coral"
"480","sp|Q9ZVD0|SRRT_ARATH","Pocillopora_acuta_HIv2___RNAseq.g20149.t3",47.917,48,25,0,194,241,145,192,4.27e-06,50.4,"pacu","Q9ZVD0","Plant: Zinc finger co-factor for DCL1-HYL1 complex (Serrate)","Coral"
"481","sp|Q0WP44|HASTY_ARATH","Pocillopora_acuta_HIv2___RNAseq.g25481.t1",20.528,1213,811,33,13,1147,13,1150,3.65e-47,184,"pacu","Q0WP44","Plant: Nuclear export of pre-miRNA or miRNA (Hasty)","Coral"
"482","sp|Q9C5Q8|HEN1_ARATH","Pocillopora_acuta_HIv2___RNAseq.g13353.t1",33.46,263,149,6,679,929,17,265,5.31e-36,144,"pacu","Q9C5Q8","Plant: Methyltransferase — 2′-O-methylation of miRNAs (Hen1)","Coral"
"483","sp|O04379|AGO1_ARATH","Pocillopora_acuta_HIv2___RNAseq.g20569.t1",44.287,849,421,17,177,1009,14,826,0,709,"pacu","O04379","Plant: miRNA effector — guides RISC (AGO1)","Coral"
"484","sp|Q9ZVD5|AGO4_ARATH","Pocillopora_acuta_HIv2___RNAseq.g20569.t1",34.533,889,477,29,47,898,7,827,6.09e-137,430,"pacu","Q9ZVD5","Plant: miRNA effector — guides RISC (AGO4)","Coral"
"485","sp|Q9NRR4|RNC_HUMAN","Porites_astreoides_5737",48.78,41,21,0,259,299,135,175,3.4,28.9,"past","Q9NRR4","Human: RNase III – primary cleavage of pri-miRNA (Drosha)","Coral"
"486","sp|Q9UPY3|DICER_HUMAN","Porites_astreoides_2149",45.082,122,58,3,1766,1879,1,121,5.61e-29,111,"past","Q9UPY3","Human: RNase III — cleaves pre-miRNA (Dicer)","Coral"
"487","sp|Q8WYQ5|DGCR8_HUMAN","Porites_astreoides_6857",41.935,31,18,0,302,332,76,106,0.004,37,"past","Q8WYQ5","Human: miRNA microprocessor co-factor / Dicer partner — dsRNA binding protein (DGCR8 / Pasha)","Coral"
"488","sp|Q8WYQ5|DGCR8_HUMAN","Porites_astreoides_6857",29.412,51,33,1,299,349,32,79,4.9,27.7,"past","Q8WYQ5","Human: miRNA microprocessor co-factor / Dicer partner — dsRNA binding protein (DGCR8 / Pasha)","Coral"
"492","sp|Q9BXP5|SRRT_HUMAN","Porites_astreoides_273",57.317,82,35,0,188,269,1,82,1.61e-26,102,"past","Q9BXP5","Humann: Zinc finger co-factor for DCL1-HYL1 complex (ARS2)","Coral"
"493","sp|Q9HAV4|XPO5_HUMAN","Porites_astreoides_9157",28.182,110,61,5,768,868,12,112,0.13,33.1,"past","Q9HAV4","Human: Nuclear export of pre-miRNA or miRNA (Exportin-5)","Coral"
"494","sp|Q5T8I9|HENMT_HUMAN","Porites_astreoides_15411",36.842,38,18,1,32,69,81,112,0.62,28.5,"past","Q5T8I9","Human: Methyltransferase — 2′-O-methylation of miRNAs (HENM1; for piRNAs)","Coral"
"495","sp|Q9UL18|AGO1_HUMAN","Porites_astreoides_9082",58.447,219,69,3,645,857,1,203,3.16e-81,258,"past","Q9UL18","Human: miRNA effector — guides RISC (AGO1)","Coral"
"496","sp|Q9UKV8|AGO2_HUMAN","Porites_astreoides_9082",61.644,219,62,3,647,859,1,203,1.88e-85,269,"past","Q9UKV8","Human: miRNA effector — guides RISC (AGO2)","Coral"
"497","sp|Q9SP32|DCL1_ARATH","Porites_astreoides_3768",39.855,138,79,3,331,468,1,134,2.36e-27,107,"past","Q9SP32","Plant: RNase III — cleaves pre-miRNA (DCL1)","Coral"
"498","sp|O04492|DRB1_ARATH","Porites_astreoides_10427",26.582,79,40,3,241,319,54,114,0.098,31.2,"past","O04492","Plant: miRNA microprocessor co-factor / Dicer partner — dsRNA binding protein (HYL1)","Coral"
"499","sp|Q9ZVD0|SRRT_ARATH","Porites_astreoides_273",62.5,16,6,0,234,249,1,16,0.14,31.2,"past","Q9ZVD0","Plant: Zinc finger co-factor for DCL1-HYL1 complex (Serrate)","Coral"
"500","sp|Q0WP44|HASTY_ARATH","Porites_astreoides_8610",23.729,118,84,2,381,492,58,175,0.52,31.6,"past","Q0WP44","Plant: Nuclear export of pre-miRNA or miRNA (Hasty)","Coral"
"501","sp|Q9C5Q8|HEN1_ARATH","Porites_astreoides_12661",28.571,112,70,4,697,805,14,118,0.05,33.1,"past","Q9C5Q8","Plant: Methyltransferase — 2′-O-methylation of miRNAs (Hen1)","Coral"
"502","sp|O04379|AGO1_ARATH","Porites_astreoides_9082",61.494,174,64,2,824,996,1,172,5.16e-68,224,"past","O04379","Plant: miRNA effector — guides RISC (AGO1)","Coral"
"503","sp|Q9ZVD5|AGO4_ARATH","Porites_astreoides_9082",52.121,165,73,1,719,877,1,165,6.81e-55,187,"past","Q9ZVD5","Plant: miRNA effector — guides RISC (AGO4)","Coral"
"504","sp|Q9NRR4|RNC_HUMAN","Porites_australiensis_10731",55.872,877,365,10,505,1370,177,1042,0,1014,"paus","Q9NRR4","Human: RNase III – primary cleavage of pri-miRNA (Drosha)","Coral"
"505","sp|Q9UPY3|DICER_HUMAN","Porites_australiensis_45275",34.711,1089,603,21,43,1114,31,1028,0,604,"paus","Q9UPY3","Human: RNase III — cleaves pre-miRNA (Dicer)","Coral"
"506","sp|Q9UPY3|DICER_HUMAN","Porites_australiensis_45275",43.122,378,165,9,1552,1918,1213,1551,2.97e-76,280,"paus","Q9UPY3","Human: RNase III — cleaves pre-miRNA (Dicer)","Coral"
"507","sp|Q9UPY3|DICER_HUMAN","Porites_australiensis_45275",34.532,139,90,1,1284,1422,1064,1201,3.33e-18,91.3,"paus","Q9UPY3","Human: RNase III — cleaves pre-miRNA (Dicer)","Coral"
"508","sp|Q9UPY3|DICER_HUMAN","Porites_australiensis_45275",33.333,66,37,2,1679,1742,1073,1133,2.3,32.7,"paus","Q9UPY3","Human: RNase III — cleaves pre-miRNA (Dicer)","Coral"
"509","sp|Q8WYQ5|DGCR8_HUMAN","Porites_australiensis_35786",38.329,347,187,8,435,773,266,593,1.78e-61,217,"paus","Q8WYQ5","Human: miRNA microprocessor co-factor / Dicer partner — dsRNA binding protein (DGCR8 / Pasha)","Coral"
"510","sp|Q8WYQ5|DGCR8_HUMAN","Porites_australiensis_35786",47.706,109,55,1,257,365,24,130,1.16e-22,102,"paus","Q8WYQ5","Human: miRNA microprocessor co-factor / Dicer partner — dsRNA binding protein (DGCR8 / Pasha)","Coral"
"512","sp|Q9HAV4|XPO5_HUMAN","Porites_australiensis_9626",36.737,754,434,12,1,736,16,744,2.51e-158,490,"paus","Q9HAV4","Human: Nuclear export of pre-miRNA or miRNA (Exportin-5)","Coral"
"513","sp|Q5T8I9|HENMT_HUMAN","Porites_australiensis_14544",39.024,41,22,2,343,380,184,224,0.51,32,"paus","Q5T8I9","Human: Methyltransferase — 2′-O-methylation of miRNAs (HENM1; for piRNAs)","Coral"
"514","sp|Q9UL18|AGO1_HUMAN","Porites_australiensis_5350",66.152,842,279,5,21,857,22,862,0,1170,"paus","Q9UL18","Human: miRNA effector — guides RISC (AGO1)","Coral"
"515","sp|Q9UKV8|AGO2_HUMAN","Porites_australiensis_5350",67.456,845,269,5,20,859,19,862,0,1187,"paus","Q9UKV8","Human: miRNA effector — guides RISC (AGO2)","Coral"
"516","sp|Q9SP32|DCL1_ARATH","Porites_australiensis_45275",31.854,766,421,22,232,967,16,710,4.72e-88,318,"paus","Q9SP32","Plant: RNase III — cleaves pre-miRNA (DCL1)","Coral"
"517","sp|Q9SP32|DCL1_ARATH","Porites_australiensis_45275",34.221,488,250,14,1359,1794,1077,1545,8.2e-63,237,"paus","Q9SP32","Plant: RNase III — cleaves pre-miRNA (DCL1)","Coral"
"518","sp|Q9SP32|DCL1_ARATH","Porites_australiensis_45275",32.061,131,77,2,1221,1351,878,996,1.34e-11,69.7,"paus","Q9SP32","Plant: RNase III — cleaves pre-miRNA (DCL1)","Coral"
"519","sp|O04492|DRB1_ARATH","Porites_australiensis_44369",32.642,193,95,5,2,168,156,339,8.89e-07,50.8,"paus","O04492","Plant: miRNA microprocessor co-factor / Dicer partner — dsRNA binding protein (HYL1)","Coral"
"520","sp|O04492|DRB1_ARATH","Porites_australiensis_44369",38.806,67,41,0,16,82,6,72,1.03e-05,47.4,"paus","O04492","Plant: miRNA microprocessor co-factor / Dicer partner — dsRNA binding protein (HYL1)","Coral"
"521","sp|O04492|DRB1_ARATH","Porites_australiensis_44369",34.783,69,41,3,103,169,7,73,0.093,34.7,"paus","O04492","Plant: miRNA microprocessor co-factor / Dicer partner — dsRNA binding protein (HYL1)","Coral"
"522","sp|Q9ZVD0|SRRT_ARATH","Porites_australiensis_16714",35.238,105,57,4,37,138,336,432,0.12,35,"paus","Q9ZVD0","Plant: Zinc finger co-factor for DCL1-HYL1 complex (Serrate)","Coral"
"523","sp|Q0WP44|HASTY_ARATH","Porites_australiensis_9626",20.267,750,497,20,4,710,14,705,1.48e-25,113,"paus","Q0WP44","Plant: Nuclear export of pre-miRNA or miRNA (Hasty)","Coral"
"524","sp|Q9C5Q8|HEN1_ARATH","Porites_australiensis_4208",30.882,68,43,2,682,745,2,69,3.4,30.4,"paus","Q9C5Q8","Plant: Methyltransferase — 2′-O-methylation of miRNAs (Hen1)","Coral"
"525","sp|O04379|AGO1_ARATH","Porites_australiensis_5350",44.1,839,422,14,177,1003,22,825,0,701,"paus","O04379","Plant: miRNA effector — guides RISC (AGO1)","Coral"
"526","sp|Q9ZVD5|AGO4_ARATH","Porites_australiensis_5350",34.262,861,472,25,47,877,15,811,4.24e-137,430,"paus","Q9ZVD5","Plant: miRNA effector — guides RISC (AGO4)","Coral"
"527","sp|Q9NRR4|RNC_HUMAN","Platygyra_carnosus_10576",65.405,185,64,0,843,1027,1,185,1.64e-83,271,"pcar","Q9NRR4","Human: RNase III – primary cleavage of pri-miRNA (Drosha)","Coral"
